city_id,city_name,country,lat,lng,
3436230,Avellaneda,AR,-29.117611,-59.65834,
3436199,Azul,AR,-36.776981,-59.85854,
3865086,Bahia Blanca,AR,-38.719601,-62.27243,
3436124,Barranqueras,AR,-27.48299,-58.935791,
3864331,Bell Ville,AR,-32.625912,-62.688728,
3864375,Bella Vista,AR,-27.03084,-65.303146,
3435910,Buenos Aires,AR,-34.613152,-58.377232,
3863379,Caleta Olivia,AR,-46.439289,-67.528137,
3435810,Campana,AR,-34.168739,-58.959141,
3862981,Canada de Gomez,AR,-32.81636,-61.394932,
3862738,Capitan Bermudez,AR,-32.82262,-60.718521,
3862655,Carcarana,AR,-32.856789,-61.153309,
3862351,Casilda,AR,-33.04417,-61.16806,
3862320,Castelli,AR,-25.946791,-60.619469,
3862254,Catriel,AR,-37.87907,-67.795601,
3862240,Caucete,AR,-31.651791,-68.281052,
3862144,Centenario,AR,-38.804329,-68.139977,
3861953,Chacabuco,AR,-34.64167,-60.473888,
3435486,Chajari,AR,-30.750481,-57.979622,
3861678,Charata,AR,-27.21438,-61.18795,
3861445,Chilecito,AR,-29.161949,-67.497398,
3861416,Chimbas,AR,-31.48333,-68.533333,
3861344,Chivilcoy,AR,-34.89566,-60.01667,
3861061,Cinco Saltos,AR,-38.822239,-68.062927,
3861056,Cipolletti,AR,-38.933922,-67.990318,
3435356,Colegiales,AR,-34.57365,-58.449242,
3860443,Comodoro Rivadavia,AR,-45.866669,-67.5,
3435264,Concepcion del Uruguay,AR,-32.482491,-58.237221,
3435261,Concordia,AR,-31.39296,-58.020889,
3860259,Cordoba,AR,-31.4135,-64.181053,
3860217,Coronda,AR,-31.97263,-60.919819,
3860164,Coronel Suarez,AR,-37.45467,-61.93343,
3435217,Corrientes,AR,-27.4806,-58.834099,
3859965,Cosquin,AR,-31.245081,-64.46563,
3859904,Crespo,AR,-32.028728,-60.30658,
3859828,Cruz del Eje,AR,-30.72644,-64.803871,
3435103,Curuzu Cuatia,AR,-29.79171,-58.0546,
3859552,Cutral-Co,AR,-38.94688,-69.208893,
3859512,Dean Funes,AR,-30.420361,-64.349838,
3859384,Diamante,AR,-32.06641,-60.638359,
3435038,Dolores,AR,-36.313221,-57.67918,
3858765,El Bolson,AR,-41.966671,-71.51667,
3434291,El Soberbio,AR,-27.29846,-54.198769,
3856235,Embalse,AR,-32.18,-64.418091,
3856231,Embarcacion,AR,-23.208981,-64.096046,
3856022,Esperanza,AR,-31.448799,-60.931728,
3855974,Esquel,AR,-42.900002,-71.316673,
3434095,Esquina,AR,-30.014441,-59.527191,
3855666,Famailla,AR,-27.054131,-65.40329,
3433956,Federal,AR,-30.954651,-58.78326,
3855554,Firmat,AR,-33.45937,-61.4832,
3433901,Fontana,AR,-27.418131,-59.023918,
3433899,Formosa,AR,-26.17753,-58.178139,
3855244,Galvez,AR,-32.02927,-61.221031,
3433836,Garupa,AR,-27.48171,-55.829208,
3855116,General Enrique Mosconi,AR,-22.595881,-63.81255,
3433803,General Jose de San Martin,AR,-26.53743,-59.341579,
3855075,General Pico,AR,-35.65662,-63.756821,
3855074,General Pinedo,AR,-27.316669,-61.283329,
3855065,General Roca,AR,-39.033329,-67.583328,
3854985,Gobernador Galvez,AR,-33.030159,-60.64045,
3433753,Gobernador Ingeniero Valentin Virasoro,AR,-28.049999,-56.033329,
3433715,Goya,AR,-29.14003,-59.262562,
3854895,Granadero Baigorria,AR,-32.856831,-60.717541,
3433663,Gualeguay,AR,-33.14156,-59.309662,
3433658,Gualeguaychu,AR,-33.00938,-58.51722,
3433349,Jardin America,AR,-27.043461,-55.226978,
3853510,Jesus Maria,AR,-30.981529,-64.094238,
3853491,Joaquin V. Gonzalez,AR,-25.08333,-64.183327,
3853354,Junin,AR,-34.58382,-60.943321,
3852374,La Calera,AR,-31.343769,-64.335289,
3851331,La Falda,AR,-31.088409,-64.489868,
3432079,La Paz,AR,-30.74485,-59.64566,
3432043,La Plata,AR,-34.921452,-57.954529,
3848950,La Rioja,AR,-29.411051,-66.85067,
3852468,Laboulaye,AR,-34.126621,-63.39119,
3848687,Las Brenas,AR,-27.089661,-61.081612,
3846915,Libertador General San Martin,AR,-23.80644,-64.787567,
3846864,Lincoln,AR,-34.866489,-61.530201,
3430988,Lujan,AR,-34.570278,-59.105,
3845330,Machagai,AR,-26.92614,-60.049561,
3430863,Mar del Plata,AR,-38.002281,-57.557541,
3844899,Marcos Juarez,AR,-32.6978,-62.10672,
3844421,Mendoza,AR,-32.890839,-68.827171,
3430708,Mercedes,AR,-34.651459,-59.430679,
3430709,Mercedes,AR,-29.18186,-58.078949,
3430598,Monte Caseros,AR,-30.25359,-57.636261,
3430601,Montecarlo,AR,-26.5662,-54.757,
3843803,Monteros,AR,-27.167419,-65.498322,
3430545,Moron,AR,-34.653439,-58.619751,
3843619,Morteros,AR,-30.711639,-61.998619,
3430443,Necochea,AR,-38.54726,-58.736752,
3843123,Neuquen,AR,-38.951611,-68.059097,
3842881,Nueve de Julio,AR,-35.44437,-60.883129,
3430340,Obera,AR,-27.487061,-55.119942,
3842670,Olavarria,AR,-36.892719,-60.32254,
3842190,Palpala,AR,-24.256479,-65.211632,
3841956,Parana,AR,-31.73197,-60.5238,
3430104,Paso de los Libres,AR,-29.71311,-57.089909,
3841500,Perez,AR,-32.998348,-60.76791,
3841490,Pergamino,AR,-33.88995,-60.57357,
3429949,Pirane,AR,-25.732389,-59.108791,
3840885,Plottier,AR,-38.966671,-68.23333,
3840860,Pocito,AR,-31.683331,-68.583328,
3429902,Pontevedra,AR,-34.749741,-58.686958,
3429886,Posadas,AR,-27.367081,-55.89608,
3840300,Presidencia Roque Saenz Pena,AR,-26.785219,-60.438759,
3429790,Puerto Eldorado,AR,-26.408421,-54.69463,
3429786,Puerto Esperanza,AR,-26.015169,-54.673061,
3429777,Puerto Iguazu,AR,-25.599119,-54.573551,
3840092,Puerto Madryn,AR,-42.769199,-65.038513,
3429732,Puerto Rico,AR,-26.79598,-55.024021,
3839982,Punta Alta,AR,-38.875881,-62.073589,
3429652,Quilmes,AR,-34.724178,-58.252651,
3839490,Quitilipi,AR,-26.869129,-60.216831,
3839479,Rafaela,AR,-31.25033,-61.486698,
3839307,Rawson,AR,-43.300159,-65.10228,
3429594,Reconquista,AR,-29.15,-59.650002,
3429577,Resistencia,AR,-27.46056,-58.983891,
3429576,Retiro,AR,-34.583328,-58.383331,
3838902,Rio Ceballos,AR,-31.16486,-64.322411,
3838874,Rio Cuarto,AR,-33.130669,-64.349922,
3838859,Rio Gallegos,AR,-51.622608,-69.218132,
3838797,Rio Segundo,AR,-31.652599,-63.909901,
3838793,Rio Tercero,AR,-32.173012,-64.114059,
3838583,Rosario,AR,-32.946819,-60.63932,
3838506,Rufino,AR,-34.268269,-62.71262,
3429403,Saladas,AR,-28.253839,-58.625912,
3838233,Salta,AR,-24.7859,-65.411659,
3837980,San Antonio Oeste,AR,-40.73193,-64.947693,
3837702,San Fernando del Valle de Catamarca,AR,-28.46957,-65.78524,
3837675,San Francisco,AR,-31.427971,-62.082661,
3428975,San Javier,AR,-30.57781,-59.931702,
3837441,San Jorge,AR,-31.896179,-61.85984,
3837240,San Jose de Jachal,AR,-30.24057,-68.746933,
3837213,San Juan,AR,-31.5375,-68.536392,
3837124,San Justo,AR,-30.789129,-60.591888,
3428759,San Lorenzo,AR,-28.13306,-58.76733,
3837056,San Luis,AR,-33.29501,-66.335632,
3428708,San Luis del Palmar,AR,-27.5079,-58.554539,
3836992,San Martin,AR,-33.081032,-68.46814,
3836951,San Martin de los Andes,AR,-40.160381,-71.348648,
3836873,San Miguel de Tucuman,AR,-26.824141,-65.222603,
3836846,San Nicolas de los Arroyos,AR,-33.335781,-60.225231,
3428577,San Pedro,AR,-26.62207,-54.108421,
3836772,San Pedro,AR,-24.23127,-64.866142,
3836669,San Rafael,AR,-34.617722,-68.33007,
3836620,San Ramon de la Nueva Oran,AR,-23.132231,-64.325981,
3836564,San Salvador de Jujuy,AR,-24.194559,-65.297119,
3428068,San Vicente,AR,-26.616671,-54.133331,
3428359,Santa Elena,AR,-30.94768,-59.786961,
3836277,Santa Fe de la Vera Cruz,AR,-31.633329,-60.700001,
3836194,Santa Lucia,AR,-31.539869,-68.495033,
3835994,Santa Rosa,AR,-36.616669,-64.283333,
3835869,Santiago del Estero,AR,-27.795111,-64.26149,
3428071,Santo Tome,AR,-28.549391,-56.040771,
3835793,Santo Tome,AR,-31.662741,-60.765301,
3834971,Sunchales,AR,-30.94404,-61.561481,
3834813,Tafi Viejo,AR,-26.73201,-65.259209,
3427833,Tandil,AR,-37.321671,-59.13316,
3834601,Tartagal,AR,-22.516359,-63.801311,
3834502,Termas de Rio Hondo,AR,-27.49983,-64.86042,
3427761,Tigre,AR,-34.426029,-58.57962,
3833883,Trelew,AR,-43.248951,-65.305054,
3833859,Tres Arroyos,AR,-38.37394,-60.279781,
3833794,Tres Isletas,AR,-26.34066,-60.432072,
3833412,Unquillo,AR,-31.23073,-64.316147,
3833367,Ushuaia,AR,-54.799999,-68.300003,
3833112,Veinticinco de Mayo,AR,-35.432301,-60.17271,
3833062,Venado Tuerto,AR,-33.74556,-61.968842,
3833027,Vera,AR,-29.459299,-60.212608,
3832934,Victoria,AR,-32.618408,-60.154781,
3832899,Viedma,AR,-40.81345,-62.996681,
3832815,Villa Allende,AR,-31.29458,-64.29538,
3832811,Villa Angela,AR,-27.57383,-60.71526,
3832791,Villa Carlos Paz,AR,-31.424141,-64.49778,
3832778,Villa Constitucion,AR,-33.227779,-60.3297,
3832756,Villa Dolores,AR,-31.94585,-65.189583,
3427431,Villa Gesell,AR,-37.263939,-56.973042,
3832694,Villa Maria,AR,-32.407509,-63.240162,
3832662,Villa Nueva,AR,-32.43293,-63.247631,
3427388,Villa Ocampo,AR,-28.48752,-59.355148,
3832653,Villa Paula de Sarmiento,AR,-31.493299,-68.538383,
3832647,Villa Regina,AR,-39.099998,-67.066673,
3427428,Villaguay,AR,-31.865299,-59.02689,
3832260,Yerba Buena,AR,-26.816669,-65.316673,
3832132,Zapala,AR,-38.899158,-70.05442,
3427213,Zarate,AR,-34.098141,-59.02858,
5881576,Pago Pago,AS,-14.27806,-170.702499,
2782555,Amstetten,AT,48.122898,14.87206,
3323063,Ansfelden,AT,47.965,13.04944,
2782067,Baden,AT,48.005428,16.232639,
2781520,Braunau am Inn,AT,48.256279,13.04343,
2781503,Bregenz,AT,47.503109,9.7471,
2780741,Dornbirn,AT,47.416672,9.73306,
2779674,Feldkirch,AT,47.233059,9.6,
2778067,Graz,AT,47.066669,15.45,
2776951,Hallein,AT,47.683331,13.1,
2775220,Innsbruck,AT,47.262661,11.39454,
2774773,Kapfenberg,AT,47.44458,15.29331,
2774326,Klagenfurt am Woerthersee,AT,46.624722,14.30528,
2773913,Klosterneuburg,AT,48.30521,16.32522,
2773549,Krems an der Donau,AT,48.40921,15.61415,
2773300,Kufstein,AT,47.583328,12.16667,
2772649,Leoben,AT,47.383331,15.1,
2772635,Leonding,AT,48.279652,14.2533,
2772400,Linz,AT,48.306389,14.28611,
2772173,Lustenau,AT,47.426418,9.65851,
2771335,Modling,AT,48.086048,16.289209,
2766922,Saalfelden am Steinernen Meer,AT,47.426811,12.848,
2766824,Salzburg,AT,47.799412,13.04399,
2766429,Sankt Polten,AT,48.200001,15.63333,
2765388,Schwechat,AT,48.133331,16.466669,
2764786,Spittal an der Drau,AT,46.799999,13.5,
2764359,Steyr,AT,48.04274,14.42127,
2763795,Ternitz,AT,47.715649,16.035749,
2763460,Traiskirchen,AT,48.014851,16.29324,
2763423,Traun,AT,48.226559,14.23459,
2761369,Vienna,AT,48.208488,16.37208,
2762372,Villach,AT,46.610279,13.85583,
2761669,Weinzierl bei Krems,AT,48.400002,15.6,
2761524,Wels,AT,48.166672,14.03333,
2761353,Wiener Neustadt,AT,47.799999,16.25,
2760910,Wolfsberg,AT,46.840561,14.84417,
2078025,Adelaide,AU,-34.933331,138.600006,
2077963,Albany,AU,-35.016941,117.89167,
2178174,Albury,AU,-36.083328,146.916672,
2077895,Alice Springs,AU,-23.700001,133.883331,
2177671,Armidale,AU,-30.51667,151.649994,
2177091,Ballarat,AU,-37.566219,143.849564,
2176934,Banora Point,AU,-28.21298,153.536346,
2176632,Bathurst,AU,-33.416649,149.580597,
2176187,Bendigo,AU,-36.76667,144.283325,
2175411,Blacktown,AU,-33.76667,150.916672,
2068823,Boulder,AU,-30.75,121.466667,
2174003,Brisbane,AU,-27.467939,153.028091,
2173911,Broken Hill,AU,-31.950001,141.433334,
2173741,Brunswick,AU,-37.76667,144.966675,
2173605,Buderim,AU,-26.683331,153.050003,
2075432,Bunbury,AU,-33.333328,115.633331,
2173323,Bundaberg,AU,-24.85,152.350006,
2173125,Burnie,AU,-41.066669,145.916672,
2172832,Caboolture,AU,-27.08333,152.949997,
2172797,Cairns,AU,-16.91667,145.766663,
2172710,Caloundra,AU,-26.799999,153.133331,
2172686,Camberwell,AU,-37.842049,145.069397,
2172517,Canberra,AU,-35.283459,149.128067,
2172311,Caringbah,AU,-34.049999,151.133331,
2172303,Carlingford,AU,-33.782688,151.048874,
2172111,Castle Hill,AU,-33.73333,151,
2171845,Cessnock,AU,-32.833328,151.350006,
2171085,Coffs Harbour,AU,-30.299999,153.133331,
2170089,Craigieburn,AU,-37.599998,144.949997,
2170078,Cranbourne,AU,-38.099998,145.283325,
2169956,Cronulla,AU,-34.049999,151.149994,
2073124,Darwin,AU,-12.46113,130.841843,
2169220,Deception Bay,AU,-27.200001,153.033325,
2208305,Dee Why,AU,-33.75,151.300003,
2168943,Devonport,AU,-41.166672,146.350006,
2168305,Dubbo,AU,-32.25,148.616669,
2167949,Earlwood,AU,-33.950001,151.100006,
2167817,Echuca,AU,-36.133331,144.75,
2167312,Engadine,AU,-34.066669,151.016663,
2167280,Epping,AU,-33.772709,151.081833,
2166309,Forster,AU,-32.166672,152.516663,
2166143,Frankston East,AU,-38.133331,145.133331,
2071059,Gawler,AU,-34.599998,138.733337,
2165798,Geelong,AU,-38.14711,144.360687,
2165796,Geelong West,AU,-38.133331,144.350006,
2070998,Geraldton,AU,-28.76667,114.599998,
2165478,Gladstone,AU,-23.85,151.25,
2165087,Gold Coast,AU,-28,153.433334,
2070571,Gosnells,AU,-32.083328,116,
2164837,Goulburn,AU,-34.75,149.716675,
2164691,Granville,AU,-33.833328,151.016663,
2164515,Greensborough,AU,-37.70462,145.103027,
2164422,Griffith,AU,-34.283329,146.033325,
2163355,Hobart,AU,-42.87936,147.329407,
2163137,Hornsby,AU,-33.702438,151.099304,
2161776,Katoomba,AU,-33.719769,150.307388,
2068079,Kwinana,AU,-32.25,115.76667,
2160517,Launceston,AU,-41.450001,147.166672,
2160063,Lismore,AU,-28.81354,153.277298,
2159851,Liverpool,AU,-33.900002,150.933334,
2159220,Mackay,AU,-21.15,149.199997,
2067119,Mandurah,AU,-32.549999,115.699997,
2158651,Maroubra,AU,-33.950001,151.233337,
2158626,Marrickville,AU,-33.916672,151.166672,
2158562,Maryborough,AU,-25.533331,152.699997,
2158177,Melbourne,AU,-37.813999,144.963318,
2158151,Melton,AU,-37.683331,144.583328,
2157698,Mildura,AU,-34.200001,142.149994,
2157109,Mooloolaba,AU,-26.683331,153.116669,
2156878,Mornington,AU,-38.216671,145.033325,
2065740,Morphett Vale,AU,-35.133331,138.516663,
2156813,Mosman,AU,-33.827782,151.233337,
2156643,Mount Gambier,AU,-37.833328,140.766663,
2065594,Mount Isa,AU,-20.73333,139.5,
2156340,Mulgrave,AU,-37.916672,145.199997,
2065176,Murray Bridge,AU,-35.116669,139.266663,
2155542,Nerang,AU,-27.98333,153.333328,
2155472,Newcastle,AU,-32.927151,151.776474,
2154796,Notting Hill,AU,-37.904999,145.1427,
2154787,Nowra,AU,-34.883331,150.600006,
2154219,Orange,AU,-33.28397,149.100174,
6301965,Palmerston,AU,-12.48602,130.983307,
2063523,Perth,AU,-31.933331,115.833328,
2152659,Port Macquarie,AU,-31.433331,152.916672,
2148398,Port Stephens,AU,-32.696602,152.063477,
2152329,Quakers Hill,AU,-33.73333,150.883331,
2152286,Queanbeyan,AU,-35.349998,149.233337,
2208285,Randwick,AU,-33.916672,151.241669,
2151437,Rockhampton,AU,-23.383329,150.5,
2062276,Roebourne,AU,-20.783331,117.133331,
2150660,Saint Kilda,AU,-37.867599,144.980988,
2149645,Shepparton,AU,-36.383331,145.399994,
2207259,South Brisbane,AU,-27.48333,153.016663,
2148997,South Grafton,AU,-29.700001,152.949997,
2148928,Southport,AU,-27.966669,153.399994,
2147914,Sunbury,AU,-37.583328,144.733337,
2147892,Sunnybank,AU,-27.58333,153.050003,
2147714,Sydney,AU,-33.867851,151.207321,
2147497,Tamworth,AU,-31.1,150.933334,
2147381,Taree,AU,-31.9,152.466675,
2146268,Toowoomba,AU,-27.549999,151.966675,
2146219,Torquay,AU,-25.283331,152.866669,
2146142,Townsville,AU,-19.25,146.800003,
2146108,Traralgon,AU,-38.183331,146.533325,
2145110,Wagga Wagga,AU,-35.116669,147.366669,
2144528,Warrnambool,AU,-38.383331,142.483337,
2058430,Whyalla,AU,-33.033329,137.583328,
2143285,Wodonga,AU,-36.116669,146.883331,
2171507,Wollongong,AU,-34.433331,150.883331,
3577284,Angochi,AW,12.51667,-69.949997,
3577277,Babijn,AW,12.53333,-69.98333,
3577154,Oranjestad,AW,12.52398,-70.027031,
3041732,Mariehamn,AX,60.09726,19.934811,
148619,Agdam,AZ,39.990959,46.927361,
587378,Agdas,AZ,40.650002,47.476109,
587384,Agdzhabedy,AZ,40.05278,47.461391,
587361,Aghsu,AZ,40.570278,48.400871,
587261,Amirdzhan,AZ,40.426392,49.983608,
148445,Astara,AZ,38.455978,48.874981,
824003,Bakixanov,AZ,40.421669,49.964439,
587084,Baku,AZ,40.37767,49.89201,
587057,Barda,AZ,40.374439,47.126671,
587078,Bilajari,AZ,40.444401,49.80566,
586968,Biny Selo,AZ,40.451931,50.08564,
586925,Buzovna,AZ,40.517891,50.113899,
148290,Dzhalilabad,AZ,39.209629,48.491859,
586523,Ganja,AZ,40.682781,46.360561,
586427,Geoktschai,AZ,40.653061,47.740559,
585379,Haci Zeynalabdin,AZ,40.623329,49.558609,
585225,Haciqabul,AZ,40.04084,48.944511,
586429,Hovsan,AZ,40.374439,50.085281,
147982,Imishli,AZ,39.870949,48.059952,
585630,Lokbatan,AZ,40.323719,49.728039,
585568,Mardakyany,AZ,40.492222,50.138889,
585557,Mastaga,AZ,40.53278,50.003891,
585514,Mingelchaur,AZ,40.76395,47.059528,
147429,Nakhchivan,AZ,39.208889,45.41222,
147425,Neftcala,AZ,39.374168,49.247219,
148340,Pushkino,AZ,39.458328,48.544998,
585103,Qaracuxur,AZ,40.396671,49.97361,
585226,Qazax,AZ,41.09333,45.366112,
585221,Quba,AZ,41.362591,48.51519,
585220,Qusar,AZ,41.42728,48.428928,
585187,Sabirabad,AZ,40.00946,48.475151,
585184,Sabuncu,AZ,40.442501,49.948059,
147271,Salyan,AZ,39.59362,48.980549,
585156,Shamakhi,AZ,40.631409,48.641369,
585152,Shamkhor,AZ,40.82972,46.01889,
585170,Sheki,AZ,41.19194,47.170559,
147105,Shushi,AZ,39.75893,46.749191,
148565,Sirvan,AZ,39.937881,48.928551,
584923,Sumqayit,AZ,40.589722,49.66861,
147059,Telmankend,AZ,39.87867,48.399021,
584871,Terter,AZ,40.345001,46.92889,
584791,Ujar,AZ,40.51902,47.654228,
584717,Xacmaz,AZ,41.46349,48.806049,
584716,Xanlar,AZ,40.586941,46.31583,
584649,Yevlakh,AZ,40.61832,47.150139,
584614,Zabrat,AZ,40.476101,49.941582,
584596,Zaqatala,AZ,41.63361,46.64333,
146970,,AZ,39.817699,46.7528,
147622,,AZ,38.75428,48.85062,
3204541,Banja Luka,BA,44.775829,17.18556,
3204222,Bihac,BA,44.81694,15.87083,
3204186,Bijeljina,BA,44.756939,19.21611,
3203653,Bosanska Krupa,BA,44.8825,16.15139,
3203521,Brcko,BA,44.87278,18.808331,
3203099,Bugojno,BA,44.05722,17.45083,
3202822,Cazin,BA,44.966942,15.94306,
3201984,Doboj,BA,44.734718,18.08778,
3200396,Gorazde,BA,43.666939,18.976391,
3199779,Gracanica,BA,44.703331,18.309719,
3199744,Gradacac,BA,44.880829,18.426941,
3337476,Konjic,BA,43.651939,17.96139,
3194828,Mostar,BA,43.34333,17.80806,
3192409,Prijedor,BA,44.981392,16.71306,
3191281,Sarajevo,BA,43.84864,18.35644,
3188924,Travnik,BA,44.226669,17.670561,
3188893,Trebinje,BA,42.711941,18.34417,
3188582,Tuzla,BA,44.542782,18.669439,
3188225,Velika Kladusa,BA,45.189442,15.81167,
3187609,Visoko,BA,43.988892,18.178061,
3186573,Zenica,BA,44.201389,17.906389,
3374036,Bridgetown,BB,13.1,-59.616669,
1185283,Badarganj,BD,25.67403,89.054901,
1185276,Bajitpur,BD,24.216669,90.949997,
1185270,Bandarban,BD,22.196501,92.226196,
1185274,Baniachang,BD,24.51667,91.366669,
1336137,Barisal,BD,22.701941,90.371109,
1209562,Bera,BD,24.08333,89.616669,
1185263,Bhairab Bazar,BD,24.066669,90.966667,
1477498,Bhandaria,BD,22.486099,90.060898,
1185260,Bhatpara Abhaynagar,BD,23.01531,89.443199,
1185262,Bheramara,BD,24.023199,88.9925,
1336136,Bhola,BD,22.683331,90.650002,
